species,data type,psi,gs
Arabidopsis Col-0,Pan et al. 2017,0.15,518.779
Bauhinia galpinii,Pan et al. 2017,0.274,109.35
Bauhinia galpinii,Pan et al. 2017,0.346,153.35
Bauhinia galpinii,Pan et al. 2017,0.524,121.35
Bauhinia galpinii,Pan et al. 2017,0.545,65.35
Bauhinia galpinii,Pan et al. 2017,0.548,56.35
Bauhinia galpinii,Pan et al. 2017,0.563,182.35
Bauhinia galpinii,Pan et al. 2017,0.584,103.35
Bauhinia galpinii,Pan et al. 2017,0.728,57.35
Bauhinia galpinii,Pan et al. 2017,0.761,259.35
Bauhinia galpinii,Pan et al. 2017,0.894,140.35
Bauhinia galpinii,Pan et al. 2017,0.905,139.35
Bauhinia galpinii,Pan et al. 2017,0.953,144.35
Bauhinia galpinii,Pan et al. 2017,1.247,190.35
Bauhinia galpinii,Pan et al. 2017,1.283,131.35
Bauhinia galpinii,Pan et al. 2017,1.314,63.35
Bauhinia galpinii,Pan et al. 2017,1.371,173.35
Bauhinia galpinii,Pan et al. 2017,1.41,130.35
Bauhinia galpinii,Pan et al. 2017,1.412,67.35
Bauhinia galpinii,Pan et al. 2017,1.472,67.35
Bauhinia galpinii,Pan et al. 2017,1.485,85.35
Bauhinia galpinii,Pan et al. 2017,1.503,153.35
Bauhinia galpinii,Pan et al. 2017,1.547,145.35
Bauhinia galpinii,Pan et al. 2017,1.554,140.35
Bauhinia galpinii,Pan et al. 2017,1.653,91.35
Bauhinia galpinii,Pan et al. 2017,1.732,126.35
Bauhinia galpinii,Pan et al. 2017,1.735,145.35
Bauhinia galpinii,Pan et al. 2017,1.762,141.35
Bauhinia galpinii,Pan et al. 2017,1.785,207.35
Bauhinia galpinii,Pan et al. 2017,1.793,140.35
Bauhinia galpinii,Pan et al. 2017,1.796,18.15
Bauhinia galpinii,Pan et al. 2017,1.821,33.35
Bauhinia galpinii,Pan et al. 2017,1.824,52.35
Bauhinia galpinii,Pan et al. 2017,1.837,191.35
Bauhinia galpinii,Pan et al. 2017,1.883,34.35
Bauhinia galpinii,Pan et al. 2017,1.912,58.35
Bauhinia galpinii,Pan et al. 2017,1.914,26.75
Bauhinia galpinii,Pan et al. 2017,1.942,117.35
Bauhinia galpinii,Pan et al. 2017,1.984,63.35
Bauhinia galpinii,Pan et al. 2017,2.004,60.35
Bauhinia galpinii,Pan et al. 2017,2.013,120.35
Bauhinia galpinii,Pan et al. 2017,2.034,35.35
Bauhinia galpinii,Pan et al. 2017,2.059,70.35
Bauhinia galpinii,Pan et al. 2017,2.068,12.85
Bauhinia galpinii,Pan et al. 2017,2.083,20.95
Bauhinia galpinii,Pan et al. 2017,2.143,15.95
Bauhinia galpinii,Pan et al. 2017,2.147,18.55
Bauhinia galpinii,Pan et al. 2017,2.378,9.35
Bauhinia galpinii,Pan et al. 2017,2.631,4.45
Bauhinia galpinii,Pan et al. 2017,2.736,9.55
Bauhinia galpinii,Pan et al. 2017,2.874,16.65
Camellia sasanqua,Pan et al. 2017,0.124,153.28
Camellia sasanqua,Pan et al. 2017,0.14,117.28
Camellia sasanqua,Pan et al. 2017,0.181,146.28
Camellia sasanqua,Pan et al. 2017,0.185,107.28
Camellia sasanqua,Pan et al. 2017,0.197,100.28
Camellia sasanqua,Pan et al. 2017,0.214,258.28
Camellia sasanqua,Pan et al. 2017,0.226,109.28
Camellia sasanqua,Pan et al. 2017,0.392,102.28
Camellia sasanqua,Pan et al. 2017,0.597,167.28
Camellia sasanqua,Pan et al. 2017,0.674,117.28
Camellia sasanqua,Pan et al. 2017,0.723,10.98
Camellia sasanqua,Pan et al. 2017,0.812,126.28
Camellia sasanqua,Pan et al. 2017,0.857,-0.26
Camellia sasanqua,Pan et al. 2017,1.178,15.08
Camellia sasanqua,Pan et al. 2017,1.283,6.68
Camellia sasanqua,Pan et al. 2017,1.49,126.28
Camellia sasanqua,Pan et al. 2017,1.498,6.98
Camellia sasanqua,Pan et al. 2017,1.683,39.78
Camellia sasanqua,Pan et al. 2017,1.782,-0.1
Camellia sasanqua,Pan et al. 2017,1.834,2.08
Cercocarpus betuloides,Pan et al. 2017,0.318,208.01
Cercocarpus betuloides,Pan et al. 2017,0.496,134.01
Cercocarpus betuloides,Pan et al. 2017,0.527,100.01
Cercocarpus betuloides,Pan et al. 2017,0.531,30.51
Cercocarpus betuloides,Pan et al. 2017,0.575,94.01
Cercocarpus betuloides,Pan et al. 2017,0.663,222.01
Cercocarpus betuloides,Pan et al. 2017,0.731,107.01
Cercocarpus betuloides,Pan et al. 2017,0.741,97.01
Cercocarpus betuloides,Pan et al. 2017,0.871,126.01
Cercocarpus betuloides,Pan et al. 2017,0.873,71.01
Cercocarpus betuloides,Pan et al. 2017,0.888,83.01
Cercocarpus betuloides,Pan et al. 2017,0.913,176.01
Cercocarpus betuloides,Pan et al. 2017,0.921,106.01
Cercocarpus betuloides,Pan et al. 2017,0.932,118.01
Cercocarpus betuloides,Pan et al. 2017,0.958,87.01
Cercocarpus betuloides,Pan et al. 2017,0.963,83.01
Cercocarpus betuloides,Pan et al. 2017,1.072,222.01
Cercocarpus betuloides,Pan et al. 2017,1.078,155.01
Cercocarpus betuloides,Pan et al. 2017,1.086,160.01
Cercocarpus betuloides,Pan et al. 2017,1.121,119.01
Cercocarpus betuloides,Pan et al. 2017,1.386,114.01
Cercocarpus betuloides,Pan et al. 2017,1.556,146.01
Cercocarpus betuloides,Pan et al. 2017,1.67,194.01
Cercocarpus betuloides,Pan et al. 2017,1.703,172.01
Cercocarpus betuloides,Pan et al. 2017,1.782,73.01
Cercocarpus betuloides,Pan et al. 2017,1.986,154.01
Cercocarpus betuloides,Pan et al. 2017,2.312,105.01
Cercocarpus betuloides,Pan et al. 2017,2.34,106.01
Cercocarpus betuloides,Pan et al. 2017,2.427,53.01
Cercocarpus betuloides,Pan et al. 2017,2.537,37.01
Cercocarpus betuloides,Pan et al. 2017,2.685,30.51
Cercocarpus betuloides,Pan et al. 2017,2.712,17.01
Cercocarpus betuloides,Pan et al. 2017,2.934,10.11
Cercocarpus betuloides,Pan et al. 2017,3.021,151.01
Cercocarpus betuloides,Pan et al. 2017,3.038,8.31
Cercocarpus betuloides,Pan et al. 2017,3.087,7.81
Cercocarpus betuloides,Pan et al. 2017,3.124,8.41
Cercocarpus betuloides,Pan et al. 2017,3.136,2.01
Cercocarpus betuloides,Pan et al. 2017,3.172,1.81
Cercocarpus betuloides,Pan et al. 2017,3.21,123.01
Cercocarpus betuloides,Pan et al. 2017,3.263,2.61
Cercocarpus betuloides,Pan et al. 2017,3.287,35.01
Cercocarpus betuloides,Pan et al. 2017,3.298,18.41
Cercocarpus betuloides,Pan et al. 2017,3.405,2.51
Cercocarpus betuloides,Pan et al. 2017,3.445,3.01
Cercocarpus betuloides,Pan et al. 2017,3.508,167.01
Cercocarpus betuloides,Pan et al. 2017,3.554,21.61
Cercocarpus betuloides,Pan et al. 2017,3.58,5.91
Cercocarpus betuloides,Pan et al. 2017,3.624,18.41
Cercocarpus betuloides,Pan et al. 2017,3.826,97.01
Cercocarpus betuloides,Pan et al. 2017,4.023,19.41
Cercocarpus betuloides,Pan et al. 2017,4.056,62.01
Cercocarpus betuloides,Pan et al. 2017,4.078,94.01
Cercocarpus betuloides,Pan et al. 2017,4.123,43.01
Cercocarpus betuloides,Pan et al. 2017,4.163,47.01
Cercocarpus betuloides,Pan et al. 2017,4.252,32.01
Cercocarpus betuloides,Pan et al. 2017,4.257,2.91
Cercocarpus betuloides,Pan et al. 2017,4.283,30.51
Cercocarpus betuloides,Pan et al. 2017,4.353,3.21
Cercocarpus betuloides,Pan et al. 2017,4.387,25.61
Cercocarpus betuloides,Pan et al. 2017,4.45,8.21
Cercocarpus betuloides,Pan et al. 2017,4.463,5.81
Cercocarpus betuloides,Pan et al. 2017,4.523,14.81
Cercocarpus betuloides,Pan et al. 2017,4.543,9.41
Cercocarpus betuloides,Pan et al. 2017,4.628,69.01
Cercocarpus betuloides,Pan et al. 2017,4.653,30.51
Cercocarpus betuloides,Pan et al. 2017,4.916,9.81
Cercocarpus betuloides,Pan et al. 2017,4.923,40.01
Cercocarpus betuloides,Pan et al. 2017,5.273,6.71
Comarostaphylis diversifolia,Pan et al. 2017,0.14,233.13
Comarostaphylis diversifolia,Pan et al. 2017,0.253,452.13
Comarostaphylis diversifolia,Pan et al. 2017,0.309,281.13
Comarostaphylis diversifolia,Pan et al. 2017,0.4735,407.13
Comarostaphylis diversifolia,Pan et al. 2017,0.48,108.13
Comarostaphylis diversifolia,Pan et al. 2017,0.493,103.13
Comarostaphylis diversifolia,Pan et al. 2017,0.5215,5.73
Comarostaphylis diversifolia,Pan et al. 2017,0.544,127.13
Comarostaphylis diversifolia,Pan et al. 2017,0.583,3.73
Comarostaphylis diversifolia,Pan et al. 2017,0.596,257.13
Comarostaphylis diversifolia,Pan et al. 2017,0.606,74.13
Comarostaphylis diversifolia,Pan et al. 2017,0.621,71.13
Comarostaphylis diversifolia,Pan et al. 2017,0.6315,59.13
Comarostaphylis diversifolia,Pan et al. 2017,0.633,29.63
Comarostaphylis diversifolia,Pan et al. 2017,0.6335,26.13
Comarostaphylis diversifolia,Pan et al. 2017,0.64,18.93
Comarostaphylis diversifolia,Pan et al. 2017,0.66,104.13
Comarostaphylis diversifolia,Pan et al. 2017,0.67,43.63
Comarostaphylis diversifolia,Pan et al. 2017,0.6745,47.13
Comarostaphylis diversifolia,Pan et al. 2017,0.691,107.13
Comarostaphylis diversifolia,Pan et al. 2017,0.727,92.13
Comarostaphylis diversifolia,Pan et al. 2017,0.767,55.13
Comarostaphylis diversifolia,Pan et al. 2017,0.77,17.33
Comarostaphylis diversifolia,Pan et al. 2017,0.8,183.13
Comarostaphylis diversifolia,Pan et al. 2017,0.8,16.53
Comarostaphylis diversifolia,Pan et al. 2017,0.824,68.13
Comarostaphylis diversifolia,Pan et al. 2017,0.8625,179.13
Comarostaphylis diversifolia,Pan et al. 2017,1,150.13
Comarostaphylis diversifolia,Pan et al. 2017,1.3,16.13
Comarostaphylis diversifolia,Pan et al. 2017,1.38,41.13
Comarostaphylis diversifolia,Pan et al. 2017,1.509,152.13
Comarostaphylis diversifolia,Pan et al. 2017,1.588,134.13
Comarostaphylis diversifolia,Pan et al. 2017,1.735,123.13
Comarostaphylis diversifolia,Pan et al. 2017,1.817,209.13
Comarostaphylis diversifolia,Pan et al. 2017,2.001,243.13
Comarostaphylis diversifolia,Pan et al. 2017,2.2915,86.13
Comarostaphylis diversifolia,Pan et al. 2017,2.2955,104.13
Comarostaphylis diversifolia,Pan et al. 2017,2.52,57.13
Comarostaphylis diversifolia,Pan et al. 2017,2.645,90.13
Comarostaphylis diversifolia,Pan et al. 2017,2.65,76.13
