species,s,f,g
Helicia_cochinchinensis,420.5,5.25625,1.152668215
Helicia_formosana,320.045,5.38827762,1.354427444
Helicia_hainanensis,167.445,6.5169594,2.26474979
Helicia_reticulata,280.845,6.18139845,1.658687972
Heliconia_acuminata,312.5,2.21875,0.564409954
Heliconia_imbricata,338,7.6726,1.876702843
Heliconia_irrasaspp.undulata,338,1.7576,0.429905497
Heliconia_latispatha,338,5.3404,1.306251318
Heliconia_mathiasiae,338,3.718,0.909415475
Heliconia_pogonantha,338,6.3544,1.55427372
Heliconia_umbrophila,338,2.197,0.537381871
Heliconia_wagneriana,338,5.6446,1.380658039
Helicostylis_tomentosa,364.5,3.2805,0.772685176
Helicostylis_tovarensis,50,6.655,4.232279708
Heliocarpus_appendiculatus,178.27,5.0553155,1.653689366
Heliotropium_angiospermum,112.5,2.57625,1.092252502
Heliotropium_arborescens,357,5.3193,0.633703587
Heliotropium_ellipticum,380.60405,7.98050572,1.839522123
Helleborus_multifidus,1152,12.4416,1.648395042
Helleborus_niger,1680,14.448,0.84954649
Helwingia_japonica,792.02,5.8134268,0.928913851
Hemerocallis_middendorffii,1017.005,7.7902583,1.098503938
Hepatica_nobilis,1404.5,5.317437,0.571746616
Heracleum_moellendorffii,246.42,6.8406192,1.959605921
Heracleum_pastinacifolium,364.5,10.8792315,2.562481605
Heracleum_persicum,272.61125,7.510439938,2.045525015
Heracleum_sphondylium_subsp._montanum,156.645,3.59813565,1.292797693
Hereroa_nelii,161.6402,0.8890211,0.314447889
Herniaria_hirsuta,480.5,4.08425,0.837870551
Herniaria_incana,338,3.3462,0.818473927
Hesperis_hyrcana,785.6648,4.87112176,0.781486791
Heteromeles_arbutifolia,277.7709,8.63867499,1.806698573
Heteromorpha_trifoliata,284.9742,8.86269762,1.956297069
Heteropanax_brevipedicellatus,235.445,3.98137495,1.166808672
Heteropteris,220,6.116,1.854246385
Heteropterys_laurifolia,200,11.56,3.675819191
Hevea_brasiliensis,333.8,11.74926,2.823772547
Hibbertia_cuneiformis,481.25,17.084375,2.806520296
Hibbertia_hypericoides,296.25,10.516875,2.619413529
Hibiscus_trionum,588.245,13.5531648,2.512886664
Hicksbeachia_pilosa,375.38,3.979028,0.923533673
Hieracium_foliosum,1008,13.608,1.708018807
Hieronyma_alchorneoides,414.9925,12.25824,3.018241848
Hillia_parasitica,703.25,6.9964,1.186373824
Himatanthus_articulatus,271.0625,8.56725,2.388010564
Hippocrepis_unisiliquosa,207.6722,4.172134498,1.301908382
Hirtella_americana,206.045,16.4836,5.163953604
Hirtella_davisii,223.66125,5.14420875,1.54680125
Holarrhena_pubescens,416,12.0224,2.19247363
Hollandaea_sayeriana,351.125,6.6362625,1.592590001
Holmskioldia_sanguinea,154.568,6.3295596,5.054253757
Holoptelea_integrifolia,162,4.6656,1.648395042
Homalium_cochinchinense,208.08,6.97068,2.173057816
Homalium_racemosum,183.36125,12.8352875,4.262487565
Homonoia_riparia,200,7.36,2.340313948
Hopea_chinensis,143.6983333,6.445462167,2.420751641
Hopea_hainanensis,174.845,5.7524005,1.956292596
Hopea_pentanervia,138.7625,3.34642775,1.284294976
Hormuzakia_aggregata,441.045,1.1026125,0.236098248
Hornemannia_racemosa,220.5,7.497,2.270358912
Hosta_longissima,604.47645,7.193269755,1.315672989
Hosta_rectifolia,895.06805,6.26547635,0.94175378
Hosta_ventricosa,1076.304025,7.842072168,1.077926028
Hovenia_trichocarpa,349.267,0.989473411,0.188834573
Hunteria_congolana,323,8.8179,1.261845111
Hunteria_zeylanica,560.4,18.94152,1.885668233
Hura_crepitans,532.68,12.78432,1.823573789
Hydrangea_bretschneideri,626.58,7.1994042,1.293360513
Hydrangea_chinensis,848.2643,0.752410434,0.100792233
Hydrangea_paniculata,582.2616,1.803264175,0.25223568
Hydrangea_quercifolia,380,12.54,1.554457254
Hylomecon_japonica,898.88,6.5977792,0.989596665
Hymenaea_courbaril,595.125,24.99525,4.607493086
Hymenolobium,226.845,22.9793985,6.860967396
Hymenosporum_flavum,588,12.1128,1.535458973
Hypericum_aegypticum,400,10.52,1.204161235
Hypericum_androsaemum,336,7.6608,1.264773556
Hypericum_balearicum,129.4399244,4.440639742,1.75518428
Hypericum_hircinum,336,7.0896,1.170470265
Hypericum_hirsutum,311.75045,5.025729004,1.279990738
Hypericum_linarioides,289.20125,6.627046644,1.752391948
Hypericum_monogynum,204.02,4.8821986,1.537058422
Hypericum_perfoliatum,138,3.795,2.470880156
Hypericum_perforatum,280.474225,8.612655211,2.223785636
Hypericum_pubescens,105,4.41,2.056589976
Hypericum_tetrapterum,45,2.0565,1.253657497
Hypericum_triquetrifolium,253,8.7285,2.566557549
Hyphaene_dichotoma,738.125,8.796886765,1.470982336
Hypocalymma_angustifolium,89.903,1.9958466,1.130670184
Hypochaeris_radicata,408.98,6.8872232,1.531455659
Idesia_polycarpa,259.92,5.640264,1.573225175
Ilex_alcycorne,696,15.5904,1.646075833
Ilex_aquifolium,657.5556292,15.79098215,2.178222905
Ilex_asprella,351.125,5.60044375,1.344011139
Ilex_brunoni,870,16.588,1.502720779
Ilex_buergeri,516.1752,1.086548796,0.131764873
Ilex_canariensis,334.18,4.444594,0.789009456
Ilex_cassine,637.5,18.7675,1.99896283
Ilex_championii,226.845,4.4144037,1.318010124
Ilex_chapaensis,340.605,5.86862415,1.429954081
Ilex_chinensis,355.2283333,2.3473518,0.553081696
Ilex_crenata,200,7.5,2.38483079
Ilex_cunninghamii,800,12.16,1.268983789
Ilex_elmerrilliana,689.1937,1.552064212,0.169694518
Ilex_goshiensis,297.68,6.6471944,1.732506434
Ilex_guianensis,208,14.5776,4.597953763
Ilex_integra,365.0270062,22.79193014,2.367695567
Ilex_latifolia,512,6.4,1.271909755
Ilex_litseifolia,576.516,2.05239696,0.225149253
Ilex_macfadyenii,108.045,4.3326045,1.874381608
Ilex_mitis,143.5416667,3.969183333,1.389773392
Ilex_obcordata,250.88,4.917248,1.396048147
Ilex_opaca,352.25,9.78536875,2.039029184
Ilex_pedunculosa,1026.045,18.66375855,2.620156353
Ilex_pubescens,362.4153,3.658669556,0.986459106
Ilex_pubigera,226.845,7.02085275,2.096218568
Ilex_rotunda,598.9603,3.121546647,0.61950696
Ilex_rugosa,713.097,18.9683802,2.396411955
Ilex_sintenisii,264.5,3.703,1.023887352
Ilex_suaveolens,800.2344,2.083010143,0.216197352
Ilex_theezans,367.21,16.92066455,3.917440707
Ilex_thunbergii,832,13.312,1.309648787
Ilex_triflora,167.445,5.7701547,2.005222964
Ilex_vomitoria,220.5,7.73955,2.189615296
Ilex_wilsonii,963.4793,2.525279245,0.234039973
Illicium,2000.8,12.60504,0.386654449
Illicium_angustisepalum,3463.68,31.519488,1.278910819
Illicium_anisatum,2202.48,20.703312,0.399825576
Illicium_dunnianum,2712,16.0008,0.614838425
Illicium_floridanum,1854.045,10.933848,0.399220614
Illicium_henryi,1784.8,13.386,0.33501243
Illicium_lanceolatum,1314.31,11.439427,0.355508616
Illicium_leiophyllum,1887.05,9.43525,0.289945977
Illicium_majus,1300.2,14.04216,0.792841314
Illicium_mexicanum,2616.4,13.34364,0.463781313
Illicium_parviflorum,1603.255,12.971293,0.670046068
Illicium_parvifolium_subsp._oligandrum,2407.5,25.5195,0.658708406
Illicium_peninsulare,3215.935,23.3041825,0.522614775
Illicium_religiosum,612.5,4.59375,0.834690776
Illicium_simonsii,1534.56,19.795824,0.368002559
Illigera_celebica,392,7.25592,1.648013469
Impatiens_noli-tangere,170.76125,2.18304605,1.176074037
Impatiens_parviflora,792,7.2072,0.734709455
Impatiens_walleriana,394,7.1072,0.736144897
Indigofera_tinctoria,304.3005,3.502498755,0.599499307
Inga,271.384,11.994675,3.310717496
Inga_alba,255.38,13.27976,3.736870859
Inga_capitata,245.8683333,15.47068167,4.437799126
Inga_edulis,134.48,16.00312,6.205647693
Inga_macrantha,105.25,4.700925,2.070510092
Inga_rubiginosa,327.550625,12.49611375,3.244800773
Inga_umbratica,112.5,4.451625,1.887355087
Ingaec.01,288,11.8944,3.151792372
Inula_britannica,445.0138889,9.152452315,1.951021237
Inula_conyza,343.22,6.27303194,1.522658495
Inula_oculus-christi,359.38805,6.094502552,1.445665283
Ipomoea_batatas,359.12,2.1762672,0.516420799
Ipomoea_pes-caprae,512,3.8912,0.773321131
Ipomoea_philomega,450,4.32,0.915775023
Ipomoea_repanda,512,5.632,1.119280584
Iris_acutiloba,550.12445,6.100880151,1.169696861
Iris_germanica,1665,9.657,0.66357648
Iris_sibirica,206.4512,2.93160704,0.917504821
Iris_tectorum,447.88,4.4783336,1.027474138
Iryanthera_lancifolia,276.125,4.141875,1.120870471
Isatis_tinctoria,432,9.9792,1.475829498
Isodon_amethystoides,192.08,3.7993424,1.232760372
Isodon_excisus,172.35235,4.057574923,1.385386766
Isodon_japonicus,126.484525,3.349373504,1.339233067
Isopogon_attenuatus,360.1514,9.58002724,1.881751611
Isopogon_fletcheri,852.845,9.2960105,1.431439036
Itea_chinensis,143.81724,5.619916443,2.566396247
Jacaranda_copaia,153.125,5.9688125,2.169083098
Jacaranda_obtusifolia,280.845,12.91887,3.466590036
Jacquinia,112.5,2.05875,0.872848069
Jaegeria_hirta,187.59845,5.684233035,1.866244565
Jasminum_fruticans,374.01125,9.369729835,2.178693012
Jasminum_pentaneurum,351.125,5.71280375,1.370975626
Jatropha_curcas,545.05,8.7224,1.452626332
Jatropha_gossypiifolia,320.3333333,25.31038333,6.393748673
Jatropha_multifida,264.5,7.1944,1.989266856
Jatropha_panduraefolia,374.84,10.815976,2.197356309
Jatropha_podagrica,220.5,6.2181,1.883062392
Juglans_cinerea,180.5,2.016907,0.626025807
Juglans_mandshurica,497.33875,10.72081256,2.17325662
Juglans_nigra,218.4444444,7.541999381,1.717654577
Juglans_regia,603.6485469,15.55232691,2.297401678
Juncus_articulatus,233.28,0.81648,0.240390944
Justicia_californica,56.8178,0.748290426,0.446415522
Justicia_martinsoniana,312.5,5.3125,1.351404114
Kadsura_coccinea,4494.26,19.58837567,0.503383211
Kadsura_heteroclita,2409.833333,15.07143533,0.618834792
Kadsura_japonica,2416.02,21.74418,0.696231513
Kadsura_oblongifolia,3463.2,15.23808,0.361870128
Kageneckia_oblonga,242,2.7104,0.783496409
Kalanchoe_beharensis,88.7112,0.339763896,0.162218098
Kalmia_latifolia,183.0625,3.8050305,1.098450579
Kandelia_candel,617.31,12.0807567,2.293389739
Kerria_japonica,228.98,4.2910852,1.275204001
Keysseria_radicans,1275,18.7425,0.654835865
Kiggelaria_africana,98,1.862,0.845819987
Klasea_quinquefolia,296.266482,6.129753513,1.601448789
Kobresia_capillifolia,648,14.58,2.575617253
Kobresia_hohxilensis,776.18,14.126476,2.280152617
Kobresia_humilis,450,15.03,3.186133935
Kobresia_kansuensis,673.445,11.179187,1.937182152
Kobresia_macrantha,729.62,10.433566,1.736983556
Kobresia_parva,567.845,14.0257715,2.646812402
Kobresia_pusilla,438.08,12.616704,2.710694069
Kobresia_robusta,658.845,10.4756355,1.835270383
Kobresia_tibetica,581.405,20.2910345,3.7842177
Koelpinia_linearis,470.32445,4.511822449,0.935544666
Kunzea_recurva,619.3746,8.23768218,1.188654577
Laburnum_anagyroides,398.5242381,4.964002074,0.988840964
Lacistema_aggregatum,450,6.075,1.287808627
Lactuca_sativa,516.998225,7.328633805,1.433330699
Lactuca_serriola,267.765625,6.314769422,1.747280858
Laetia_procera,206.045,12.3627,3.872965203
Lagascea_rigida,296.7048,4.18353768,1.092176187
Lagenaria_siceraria,242,7.6472,2.210579154
Laguncularia_racemosa,355.554188,3.482208924,0.830449503
Lambertia_inermis,844.605,10.5575625,1.633609091
Lambertia_multiflora,929.4336,20.63342592,2.698293258
Lamium_album,413.28125,10.14605469,2.244324509
Lamium_album_subsp._barbatum,356.71205,4.552359182,1.083899298
Lamium_amplexicaule,2,0.03713,0.118065023
Lamium_galeobdolon,434.890625,3.380741406,0.649329614
Landolphia_buchananii,247.5,10.51875,1.691484738
Landolphia_watsoniana,232.5,12.20625,1.897179224
Lannea_coromandelica,179.0225,8.308867875,2.772993799
Lappula_barbata,331.53125,6.348160375,1.567822739
Lappula_squarrosa,372.645,6.18218055,1.440142078
Lapsana_communis,368.01845,4.213075216,0.987587811
Larrea_divaricata,138.61125,1.316806875,0.502960814
Larrea_tridentata,383.1604167,5.344370042,1.24376001
Laser_trilobum,438.6722,4.775824241,1.025391195
Lasianthus_curtisii,244.205,4.44208895,1.278266124
Lasianthus_fordii,237.62,6.0640624,1.769022963
Lasianthus_japonicus,458,3.435,0.715449237
Lasianthus_trichophlebus,283.22,7.590296,2.028187295
Lasianthus_trichophlebus_var._latifolius,411.845,4.10609465,0.909857463
Lasianthus_verrucosus,547.805,4.5467815,0.873579417
Lasjia_whelanii,327.68,11.763712,2.922339852
Lasthenia_burkei,553.215725,4.689654147,0.937907207
Lasthenia_california,767.049125,6.079367371,1.100166483
Lasthenia_californica,576.528125,4.523290416,0.899044322
Lasthenia_chrysantha,899.135525,4.160612753,0.720499832
Lasthenia_conjugens,631.22,4.427553324,0.905288763
Lasthenia_coronaria,691.3361,2.762545569,0.523177501
Lasthenia_ferrisiae,825.833125,3.549098067,0.647503341
Lasthenia_fremontii,607.08645,4.413231531,0.821551313
Lasthenia_glaberrima,829.199225,4.369485748,0.754871603
Lasthenia_glabrata,637.395525,3.857743213,0.754405289
Lasthenia_gracilis,465.7469,3.479562464,0.790839144
Lasthenia_maritima,637.0442,2.650197574,0.493677144
Lasthenia_minor,569.784025,3.459095609,0.738792438
Lasthenia_platycarpha,515.156225,4.25580714,0.913444726
Lathyrus_cicera,599.2722,7.891815602,1.449693421
Lathyrus_digitatus,526.8258,5.023284003,0.984159569
Lathyrus_laxiflorus,535.62645,3.986667667,0.774622899
Lathyrus_odoratus,520.6932,26.7011473,3.852912404
Lathyrus_pratensis,430.12445,3.000978288,0.650694435
Lathyrus_quinquenervius,462.2433333,5.5905716,1.170479191
Lathyrus_rotundifolius,477.405,3.1031325,0.638657686
Lathyrus_sativus,442.8288,6.618076416,1.414246631
Lathyrus_vernus,416,6.1568,1.122789264
Launaea_spinosa,561.125,7.9118625,1.501966431
Laurocerasus_sphaerocarpa,480.5,11.0515,2.267179138
Laurus_azorica,676,15.0072,1.321372367
Laurus_nobilis,727.44,13.90788,1.829504309
Lawsonia_inermis,460.2578,5.43104204,1.138397388
Lecointea_amazonica,578,8.67,1.621684937
Lecythis_chartacea,255.38,16.5997,4.671088574
Lecythis_corrugata,337.94,10.04131,2.590562193
Lecythis_prancei,68.445,1.9205667,1.043926291
Lecythis_zabucajo,255.38,7.6614,2.155887034
Ledebouria_socialis,186.43805,0.652533175,0.214905052
Ledum_palustre,142.805,4.37411715,1.646000672
Leontodon_asperrimus,504.3488,6.969091718,1.39547477
Leontodon_incanus,532,11.172,1.641645013
Lepidium_coronopus,288,4.9536,1.312610867
Lepidium_lasiocarpum,438.08,10.776768,2.315384517
Lepidium_virginicum,195.6570241,3.144182745,1.010814266
Leptopus_chinensis,184.32,3.0578688,1.012847176
Lespedeza_bicolor,180.0616667,3.4312267,1.147828598
Lespedeza_davurica,83.205,4.842531,2.387311014
Lespedeza_thunbergii,131.22,2.0509686,0.805137953
Leucadendron_gandogeri,917.6328,16.33386384,1.822369327
Leucadendron_linoides,320.019,6.40038,1.091718382
Leucadendron_nervosum,2907.84,38.674272,2.087275457
Leucadendron_pubescens,869.445,11.302785,1.723755695
Leucadendron_salignum,3960,70.092,2.817814575
Leucaena_leucocephala,296.5544,20.41611237,3.791888004
Leucanthemum_vulgare,1041.96125,10.68010281,1.487856183
Leucophyllum_frutescens,88.7112,1.980921096,0.945778103
Leucophyllum_laevigatum,155.76125,2.518659413,0.9075092
Leucospermum_calligerum,534.7958,14.27904786,1.886279735
Leucospermum_cordifolium,820.125,8.4472875,1.326442885
Leucospermum_hypophyllocarpodendron,609.811,10.7936547,1.694026491
Licania,563.8225,9.17492,1.700543342
Licania_adolphoduckei,50.50125,2.31295725,1.463618352
Licania_alba,255.38,20.4304,5.749032091
Licania_densiflora,154.57,9.33661,3.363883324
Licania_hypoleuca,124.82,15.6025,6.280054413
LIcania_parvifructa,91.125,8.20125,3.86342588
Licania_platypus,91.03890017,3.484210472,2.653834437
Licania_rufescens,124.82,8.48776,3.416349601
Licaria_chrysophylla,50,1.57,0.998449157
Licaria_rodriguesii,36.55125,1.341430875,0.997765506
Licuala_fordiana,115.52,3.9311456,1.64475738
Ligularia_sagitta,198.005,2.8314715,0.904868397
Ligularia_virgaurea,521.645,5.21645,1.027067127
Ligusticum_acuminatum,651.9769,12.87002401,1.73097596
Ligusticum_ajanense,822.547,13.38283969,1.324355698
Ligusticum_angelicifolium,716.7735,15.87653303,2.176815277
Ligusticum_brachylobum,363.2382,13.3998572,2.658616751
Ligusticum_daucoides,1017.3432,14.62939522,1.724212771
Ligusticum_franchetii,1748.194,9.03816298,0.825077484
Ligusticum_involucratum,661.7415,8.503378275,1.212485248
Ligusticum_jeholense,794.2102,12.47348743,1.646995613
Ligusticum_multivittatum,792.8774,15.84169045,1.910809021
Ligusticum_reptans,407.435,12.02340685,2.018257996
Ligusticum_scapiforme,415.9584,7.200239904,1.024556398
Ligusticum_sikiangense,772.9512,17.1981642,2.049959064
Ligusticum_sinense,649.6,12.024096,1.408391404
Ligusticum_tenuissimum,587.5224,12.79623787,1.564708087
Ligustrum_japonicum,420.5,7.35875,1.613735501
Ligustrum_lucidum,693.595679,25.26267189,4.285438826
Ligustrum_sinense,195.325,12.78166123,4.127978339
Ligustrum_vulgare,536.6805597,14.60079428,2.083054641
Lilium_bulbiferum,3750,14.05,0.776886638
Lilium_distichum,3200,11.0592,0.879144022
Lilium_martagon,1039.68,3.7324512,0.449922542
Lilium_pensylvanicum,4399.22,25.2515228,1.712028687
Limonium_gibertii,825.8464826,5.802023646,0.907906525
Limonium_magallufianum,700.7232084,3.068860767,0.521333027
Limonium_platyphyllum,630,6.678,0.875020483
Linaria_kurdica,507.5298,5.88633062,1.174965683
Linaria_vulgaris,391.0576563,8.837718418,2.004445311
Lindackeria_laurina,377.4141032,14.09605069,4.049977379
Lindera_aggregata,376.9182,1.430404569,0.185785363
Lindera_chunii,262.0675,12.38719775,2.846167027
Lindera_communis,266.805,11.0670714,3.04682166
Lindera_erythrocarpa,459.8988,1.141468822,0.182893625
Lindera_glauca,335.46225,1.98967211,0.486533737
Lindera_kwangtungensis,253.125,3.95634375,1.118247157
Lindera_nacusua,224.72,5.6157528,1.684606313
Lindera_obtusiloba,165.62,6.0765978,2.123319785
Lindera_pulcherrima,178.605,3.7757097,1.270466137
Lindera_reflexa,366.2538,0.685993367,0.121262638
Lindmania_dyckioides,720,19.224,2.065038472
Lindmania_maguirei,676,19.266,1.696356417
Lindmania_phelpsiae,676,20.6856,1.821351101
Lindmania_serrulata,418,9.9484,0.951100206
Lindmania_wurdackii,780,27.768,2.642275809
Linum_nervosum,485.78445,3.533110305,0.720852977
Linum_nodiflorum,782.89245,5.279826683,0.848554847
Linum_tenuifolium,532.0322,0.747505241,0.145732558
Linum_usitatissimum,578.517925,9.587900132,1.791520058
Liparis,1058,1.9044,0.263285319
Liquidambar_formosana,225.57025,3.552241761,1.230221911
Liquidambar_styraciflua,316.9733333,7.6303005,2.125585927
Liriodendron_chinense,232.20125,5.710989744,1.685351175
Liriodendron_tulipifera,552.3392014,10.35563254,2.35768495
Lithocarpus_chintungensis,217.77845,6.21583252,1.894101106
Lithocarpus_corneus,226.845,11.21748525,3.349208665
Lithocarpus_edulis,304.2726843,4.994578127,1.428408371
Lithocarpus_glaber,390.8604,3.589962402,0.848217256
Lithocarpus_pseudovestitus,266.805,7.83072675,2.155839337
Lithraea_caustica,194.3025,5.85403875,1.453151561
Litsea_acuminata,200,5.5,1.748875913
Litsea_baviensis,226.63205,5.913963345,1.766563567
Litsea_coreana,480.2274,1.351359904,0.164887405
Litsea_cubeba,244.45972,3.556485675,1.24168547
Litsea_elongata,387.9918,0.994422983,0.148677825
Litsea_ichangensis,167.445,2.0830158,0.723881999
Litsea_variabilis,188.18,2.2807416,0.747653992
Litsea_verticillata,149.2992,5.541687706,2.039504239
Livistona_chinensis,118.58,3.1530422,1.302073094
Lobelia_alsinoides,488.8213,9.608271473,0.995095337
Lobelia_nicotianifolia,510.0744,10.86152427,0.813115414
Lobelia_portoricensis,800,15.2,2.416628534
Lomatia_tinctoria,392,6.3112,1.433442293
Lomelosia_caucasica,732.6792,9.14896517,1.519939661
Lomelosia_olivieri,249.31445,6.33258703,1.803510796
Lonchocarpus,180.5,10.108,3.383279947
Lonchocarpus_emarginatus,118.8882,2.94842736,1.215996602
Lonchocarpus_guatemalensis,338,11.0864,2.711711597
Lonchocarpus_sericeus,268.25,8.80966,2.436343135
Lonicera_caerulea,252.758125,4.485280202,1.26106108
Lonicera_caucasica,226.4192,8.262036608,2.469117706
Lonicera_chrysantha,293.53,4.8807108,1.292501974
Lonicera_ferdinandii,310.005,11.77088985,3.006327233
Lonicera_iberica,296.8266125,6.646541507,1.734824744
Lonicera_japonica,452.66,9.6519285,1.947882093
Lonicera_maackii,259.4642,4.884154101,1.363521344
Lonicera_periclymenum,621.0880615,11.35699463,2.037894652
Lonicera_praeflorens,222.928225,5.669771078,1.707869637
Lonicera_venulosa_subsp._edulis,257.645,9.14382105,2.561699381
Loropetalum_chinense,356.6,5.63792264,1.367849236
Lotus_corniculatus,341.6498,4.705201046,1.144719034
Luffa_acutangula,288,9.5328,2.526012773
Luffa_cylindrica,312.5,9.1875,2.337134174
Lumnitzera_racemosa,455.4,4.554,0.690833106
Lunania_mexicana,144.5,7.2828,2.724430694
Lupinus_luteus,387.422725,8.667920091,1.978648572
Luzula_multiflora,623.045,5.226724505,0.941631995
Lychnis_cognata,1004.86445,6.144746112,0.871688882
Lychnis_fulgens,1003.52,6.1415424,0.871817822
Lycium_berlandieri,50,0.105,0.085685361
Lycium_fremontii,161.6402,1.401420534,0.495684218
Lycium_shawii,619.52,2.601984,0.470097845
Lycium_tweedianum,242,2.3232,0.67156835
Lycopersicon_esculentum,456.4433333,6.950317333,1.059954733
Lyonia_jamaicensis,109.52,4.9284,2.117729741
Lyonia_octandra,198.005,7.603392,2.429856395
Lyonia_ovalifolia,645.7644,1.627972052,0.22558567
Lysiloma_candida,34.69445,1.046731557,0.799128498
Lysimachia_europaea,658.845,3.9926007,0.69948041
Lysimachia_pentapetala,994.58,7.6184828,1.086325402
Maackia_amurensis,160.819825,2.166515457,0.76493295
Mabea_piriri,330.7525,19.857565,4.996379494
Mabea_taquari,255.38,19.40888,5.461580486
Macaranga_lamellata,235.66205,2.097392245,0.614392827
Macaranga_peltata,144.5,6.936,2.594695899
Macaranga_sampsonii,157.17645,3.411986377,1.223840596
Macaranga_tanarius,305.045,4.05404805,1.043802279
Macaranga_umbrosa,256.05845,2.679907738,0.753115509
Machilus_breviflora,158.42,5.180334,1.850819479
Machilus_cicatricosa,237.62,4.5480468,1.326767222
Machilus_grijsii,297.2288,1.039409114,0.207748261
Machilus_japonica,264.5,6.6125,1.828370272
Machilus_kwangtungensis,147.5626,5.387950113,2.000029598
Machilus_nanmu,134.48,4.1836728,1.622333611
Machilus_pauhoi,219.15475,2.74866884,0.981398429
Machilus_robusta,139.27805,5.44827876,2.076009257
Machilus_thunbergii,404.5938,3.103899676,0.726981841
Machilus_velutina,113.55245,3.953896309,1.668546544
Maclura_cochinchinensis,264.5,16.53125,4.570925681
Maclura_pomifera,345,11.5663,2.682907177
Macropanax_undulatus,321.0578,4.562552396,1.145058188
Maesa_japonica,339.7525,6.502784825,1.598858927
Maesa_lanceolata,325.125,6.8601375,1.710877609
Maesa_salicifolia,310.005,8.6553396,2.210604592
Magnolia_acuminata,578,7.397822,0.945037072
Magnolia_baillonii,249.31445,9.026429662,2.570712928
Magnolia_balansae,279.7661,12.46288625,3.301346255
Magnolia_cavaleriei,202.4072,5.363588393,1.69532813
Magnolia_champaca,214.245,8.501884335,2.61198783
Magnolia_chapensis,282.7684,8.425199869,2.256027542
Magnolia_compressa,480.5,10.81125,2.217892635
Magnolia_cylindrica,616.0068,0.93756235,0.19041361
Magnolia_dandyi,220.71005,10.38617353,3.143806623
Magnolia_ernestii,373.7378,6.729522827,1.565352181
Magnolia_figo,265.3616,0.601840109,0.179576141
Magnolia_fordiana,471.245,11.65388885,2.414119692
Magnolia_fulva,196.21805,10.71252444,3.439011694
Magnolia_grandiflora,750.52135,19.48446289,2.431629577
Magnolia_kobus,213.629225,8.491568546,1.664362663
Magnolia_lotungensis,626.58,7.89678774,1.418644259
Magnolia_macclurei,198.4032,10.96356243,3.500166164
Magnolia_maudiae,200.6149,10.01590772,3.175883678
Magnolia_odora,241.543525,8.050758961,2.333240954
Magnolia_tripetala,338,5.430308,0.784011166
Magnolia_virginiana,98,5.6644,3.62126288
Magnolia_yunnanensis,429.8312,5.05395525,1.096209922
Mahonia_bealei,359.12,11.2296824,2.664765408
Maianthemum_bifolium,710.645,7.02827905,1.185588419
Maianthemum_dahuricum,718.205,2.86563795,0.480848663
Maianthemum_japonicum,1419.226075,7.347194817,0.858295124
Mallotus_lanceolatus,163.805,4.89940755,1.721437639
Mallotus_philippensis,84.5,1.6562,0.810206514
Mallotus_polycarpus,312.5,7.5,1.907864632
Mallotus_rhamnifolius,128,1.792,0.712269463
Malpighia_emarginata,78.60554438,2.409372874,1.222049313
Malpighia_glabra,128,4.0448,1.60769393
Malus_baccata,492.6256667,9.88544207,2.036029
Malus_leiocalyca,470.6184,1.528568563,0.235753782
Malus_sylvestris,438.0892615,7.521139165,1.621054065
Malva_parviflora,386.42,6.144078,1.405523874
Malva_subovata,386.9904668,14.30028641,3.268932154
Manglietia_paruicula,426.61205,5.13598247,1.118196885
Manihot_esculenta,324.385,8.69133755,2.14107414
Manilkara,422.838125,12.71728,2.790411013
Manilkara_bidentata,330.1666667,8.196166667,2.04671478
Maranta_cristata,407.2658,1.8326961,0.408378424
Marcgravia_sintenisii,538.25,4.84425,0.930084008
Margaritaria_nobilis,162,2.6244,0.927222211
Marianthus_bignoniaceus,837.5,13.735,1.466082239
Marianthus_candidus,800,22.8,2.379344604
Marianthus_coeruleopunctatus,576,13.1904,2.222093663
Marianthus_erubescens,980,16.366,1.506885127
Marmaroxylon_claviflorum,226.845,7.032195,2.099605027
Marrubium_astracanicum,211.15125,5.823551475,1.802197549
Mascagnia_macroptera,84.37005,2.137093367,1.046262471
Mascarenhasia_arborescens,375,8.2125,1.61526394
Matayba_arborescens,112.5,6.080625,2.578002084
Maytenus_jamaicensis,124.82,3.769564,1.517261146
Maytenus_karstenii,65,4.718916667,2.630839335
Maytenus_oleoides,157.9,3.92522,1.367048604
Meconopsis_integrifolia,873.62,8.561476,1.30256278
Mecranium_amygdalinum,162,11.016,3.892043849
Mecranium_purpurascens,41.405,2.3145395,1.617519433
Medicago_brachycarpa,202.4072,5.722051544,1.808631505
Medicago_lupulina,168.9202333,5.169860438,1.734204932
Medicago_minima,176.53205,4.934776926,1.670194494
Medicago_monspeliaca,312.5,5.86875,1.492904074
Medicago_polymorpha,202.005,4.686516,1.482792392
Medicago_rigidula,188.5682,5.066827534,1.659255243
Medicago_ruthenica,50,3.75,2.38483079
Medicago_sativa,285.688025,6.12059981,1.484121678
Meehania_urticifolia,343.7444,6.991761096,1.695820741
Megahertzia_amplexicaulis,297.68,9.019704,2.350870799
Meineckia_parvifolia,219.24,4.3848,0.942257762
Melaleuca_huegelii,256.9864,6.83583824,1.823004213
Melaleuca_styphelioides,264.5,9.70715,2.68404756
Melampodium_longifolium,53.56125,0.58917375,0.362017314
Melampodium_perfoliatum,134.48,7.450192,2.889015817
Melastoma_dodecandrum,168.58705,6.78670088,2.042463409
