species,s,alpha,g
Fraxinus_malacophylla,216.32,1699.388812,3.452471838
Fraxinus_mandschurica,275.06,2413.507338,2.76437184
Fraxinus_mandshurica,357.130825,2222.166525,3.320472932
Fraxinus_nigra,237.4099556,4323.471584,1.65331381
Fraxinus_ornus,480,2674.574132,1.92101019
Fraxinus_pennsylvanica,450,4678.205128,1.860168016
Frerea_indica,133.1712,5223.015195,0.968859449
Fuchsia_hybrida,1092,7172.46281,1.234581436
Fumana_procumbens,739.739648,11471.76359,1.001570729
Funtumia_elastica,286,2939.806452,2.025363399
Gagea_lutea,3183.530625,25861.30368,0.877560415
Galanthus_nivalis,748,17433.81818,0.533573188
Galinsoga_parviflora,220.29005,3227.985812,1.935560467
Galium_aparine,932.904375,12624.66589,1.043084581
Galium_asperuloides,780.125,15721.52517,0.761142595
Galium_boreale,386.42,7258.839939,1.156242282
Galium_dahuricum,441.045,12090.28332,0.753625608
Galium_odoratum,546.2816,12525.61382,0.863514795
Galium_verum,450.6002,3826.925679,2.231589704
Garcinia_brasiliensis,1128.125,8871.875,1.510392834
Garcinia_cowa,217.36125,10715.18494,0.606430513
Garcinia_intermedia,882,6160.253521,1.896417444
Garcinia_multiflora,165.62,4952.087267,1.130816806
Garcinia_oblongifolia,256.7456,4764.4703,1.451901265
Garcinia_volkensii,288,2392.965147,2.846534031
Gardenia_hainanensis,126.405,2599.133294,1.854988164
Gardenia_jasminoides,330.94525,15768.93235,2.603402486
Garrya_fadyenii,557.78,4705.377895,2.017884826
Gasteria_carinata_var._verrucosa,479.57045,54165.23829,0.180214031
Gastrocotyle_hispida,343.22,62156.78,0.133296142
Gastrocotyle_macedonica,450,38011.53846,0.248022402
Gaultheria_mundula,790.75,2128.895897,1.054361751
Gaultheria_pullei,1116.5,1923.013678,2.184201967
Geissospermum_argenteum,78.125,2016.115838,1.897927837
Genipa_americana,434.525625,2946.426756,3.302990644
Genista_germanica,759,4922.818182,1.601417607
Gentiana_cruciata,1041.225625,8871.639785,1.164131493
Gentiana_gelida,834.7698,17202.74824,0.720307423
Gentiana_straminea,438.08,5444.272941,1.600062471
Geonoma,264.5,17592.64286,0.409554941
Geonoma_simplicifrons,264.5,36772.53704,0.197463989
Geranium_lucidum,333.3362,4093.401294,1.85467909
Geranium_maximowiczii,290.405,6484.662751,1.131096626
Geranium_platyanthum,344.7938,4477.039461,1.731724655
Geranium_pratense,360.7298,3300.262329,2.332939734
Geranium_robertianum,869.695225,5180.618686,2.270585856
Geranium_rotundifolium,351.39005,9196.060781,0.882914408
Geranium_wilfordii,1177.0952,6199.167985,2.09160993
Gesneria_alpina,83.205,3916.795,1.02547724
Gesneria_viridiflora_subsp._sintenisii,612.5,5339.880952,1.869707339
Geum_rivale,295.245,2553.757849,2.712124967
Geum_urbanum,343.7442,7517.273016,1.060596639
Gevuina_avellana,521.645,7230.292984,1.324916594
Gironniera_subaequalis,254.95744,5249.147555,1.486711551
Gladiolus_italicus,382.81445,8874.730449,0.950407027
Glandularia_canadensis,202.8705,2849.632553,1.63175766
Glandularia_tweedieana,402.5023,4293.656242,2.223291508
Glechoma_hederacea,343.8753125,7786.205988,1.025691874
Gleditsia_triacanthos,515.5,4759.750229,2.539584356
Glischrocolla_formosa,1548,2743.845494,2.523741612
Glochidion_hohenackeri,420.5,5829.5,1.475415315
Glochidion_obovatum,233.3772,1642.795408,2.502872663
Glochidion_puberum,202.6587333,14616.16168,0.813943435
Glochidion_wrightii,194.045,4944.701146,1.219004668
Glottiphyllum_depressum,206.24805,54438.56069,0.118183629
Glycyrrhiza_glabra,275.9016,793.2740656,4.74594166
Glycyrrhiza_uralensis,74.42,1145.092195,3.181046296
Gmelina_arborea,85.0124,2569.33808,1.332118401
Gmelina_asiatica,115.926,3699.702816,1.486401098
Gmelina_philippensis,150.7038,3062.457308,2.437974901
Gnidia_glauca,242,7333.757576,0.923406482
Gochnatia_decora,375.38,3108.940557,2.500510982
Gomphocarpus_sinaicus,383.645,7880.81781,1.065764981
Gomphrena_arborescens,541.5,6601.357143,1.182367308
Gomphrena_globosa,490,7446.507937,1.082961201
Gomphrena_pohlii,522,8327.557522,1.118186742
Gomphrena_virgata,841,21381.22222,0.549894284
Goniolimon_incanum,1425,15241.66667,0.822083643
Gonocalyx_portoricensis,200,2233.090024,2.613774546
Gonzalagunia_hirsuta,98,6480.947368,0.676655989
Gordonia_axillaris,405.720725,3654.228661,2.230932635
Gordonia_haematoxylon,153.125,9370.684524,0.584283544
Gossypium_arboreum,419.05125,3679.309406,2.246129031
Gossypium_hirsutum,410.08525,2625.285499,3.027517186
Goupia_glabra,419.05125,3747.615417,2.209307244
Grevillea_hilliana,340.605,3724.43565,2.041605943
Grevillea_pulchella,67.64,3691.758496,0.672925682
Grewia_chungii,43.245,1370.782149,2.091324895
Grewia_coriacea,288,10021.27835,0.332048717
Grewia_eriocarpa,58.32,871.0480297,3.695152219
Grewia_flava,26.86445,8638.646815,0.268971392
Grewia_malacocarpa,203,9142.794393,0.362176776
Grewia_oligoneura,210,7197.407407,0.48156063
Greyia_sutherlandii,626.58,11421.61277,0.93428131
Guaiacum_coulteri,31.92005,2646.890558,0.948420813
Guapira_cuspidata,630.125,3216.028846,2.934931759
Guapira_fragrans,181.5,6712.197532,0.954250293
Guarea_glabra,139.815,3932.349948,1.419239301
Guarea_guidonia,420.5,6115.447712,1.410865895
Guatteria,128,5969.560976,0.834372799
Guettarda_odorata,578,6178.756757,1.600062471
Gurania_lobata,364.5,12793.39474,0.652489704
Gustavia_augusta,143.65125,5570.634464,0.943200577
Guzmania_berteroniana,968,54587.55556,0.251838131
Gymnadenia_conopsea,1240.02,25519.4127,0.591764281
Gymnocladus_dioica,162,12408.71025,0.318710488
Gymnosporia_heterophylla,112.35005,6866.017012,0.683036843
Gypsophila_elegans,480.5,9936.166667,0.946300857
Gypsophila_perfoliata,1278.75,8925.331633,1.352830577
Gyranthera_caribensis,480.5,5654.469325,1.606739998
Haematocarpus_subpeltatus,990,7557.008547,0.931311597
Haematocarpus_validus,900,8445.794393,0.734858853
Haenianthus_incrassatus,109.52,2036.402747,2.193026799
Haenianthus_salicifolius,312.5,2745.603976,2.599465561
Hakea_pendula,352,11696.19277,0.961415501
Haldina_cordifolia,325.125,2900.681452,2.513611653
Halenia_corniculata,296.46125,4222.291574,1.713470715
Halesia_carolina,242,6209.612903,1.363017169
Hamamelis_virginiana,219.09,6033.160687,1.06194708
Hamelia_patens,88.54836095,3204.816644,1.284877433
Hampea_nutricia,312.5,1728.316327,3.895223623
Handroanthus_serratifolius,307.52,2470.257778,2.838902572
Harrisonia_perforata,156.645,3278.60062,1.638369213
Haworthia_attenuata,354.8448,66311.82187,0.127063784
Haworthia_cymbiformis,155.76125,39844.23875,0.140307545
Hebe_xfranciscana,410.7971294,2112.618849,3.613343226
Hechtia_texensis,46.6578,14594.63063,0.209794519
Hedera_helix,592.8034926,4622.773526,1.772033635
Hedera_nepalensis,470.0725,5321.471879,1.698222107
Hedyosmum,1400.44,16456.70286,0.33229357
Hedyosmum_angustifolium,1644.87,9630.010322,0.425348509
Hedyosmum_anisodorum,1733.04,6741.536271,0.923251568
Hedyosmum_arborescens,1274.99375,10669.57355,1.987949938
Hedyosmum_bonplandianum,1853.64,12035.24889,0.896884532
Hedyosmum_brenesii,1575,15374.15254,0.625691805
Hedyosmum_cuatrecazanum,1289.925,7760.03405,0.792859839
Hedyosmum_domingense,1380.165,8023.314702,0.688739354
Hedyosmum_goudotianum,1593.67,14169.40619,0.621290816
Hedyosmum_maximum,1934.61,14801.24885,0.426444619
Hedyosmum_mexicanum,1484.28,9942.024305,0.986675168
Hedyosmum_nutans,1416.99,8892.288351,0.672931708
Hedyosmum_orientale,1609.605,14385.9894,0.73024016
Hedyosmum_peruvianum,1162.61,5830.396993,0.901575694
Hedyosmum_racemosum,1516.5,5427.944444,0.93487716
Hedyosmum_scabrum,1953.72,12752.16235,0.544682992
Hedyosmum_translucidum,1751.57,18389.09496,0.361852169
Hedysarum_fruticosum,257.645,2591.357849,2.533548838
Hedysarum_vicioides,489.2192,3253.856111,2.657262667
Helianthemum_ledifolium,352.398152,2622.021836,2.838087787
Helianthemum_nummularium,469.5533604,4199.112915,2.143993647
Helianthemum_salicifolium,454.51125,6774.578608,1.326172446
Helianthus_annuus,781.4934444,4266.295115,2.192439043
Helichrysum_plicatum,253.125,5919.714506,1.159027764
Helicia_australasica,450,3879.004329,2.20358365
Helicia_cochinchinensis,420.5,7579.5,1.152668215
Helicia_formosana,320.045,5619.608124,1.354427444
Helicia_hainanensis,167.445,2401.928073,2.26474979
Helicia_reticulata,280.845,4262.544368,1.658687972
Heliconia_acuminata,312.5,13772.00704,0.564409954
Heliconia_imbricata,338,4067.286344,1.876702843
Heliconia_irrasaspp.undulata,338,18892.76923,0.429905497
Heliconia_latispatha,338,5991.113924,1.306251318
Heliconia_mathiasiae,338,8752.909091,0.909415475
Heliconia_pogonantha,338,4981.148936,1.55427372
Heliconia_umbrophila,338,15046.61538,0.537381871
Heliconia_wagneriana,338,5650.023952,1.380658039
Helicostylis_tomentosa,364.5,10746.61111,0.772685176
Helicostylis_tovarensis,50,701.3148009,4.232279708
Heliocarpus_appendiculatus,178.27,3815.374316,1.653689366
Heliotropium_angiospermum,112.5,4254.312227,1.092252502
Heliotropium_arborescens,357,6354.409396,0.633703587
Heliotropium_ellipticum,380.60405,4388.568022,1.839522123
Helleborus_multifidus,1152,8107.259259,1.648395042
Helleborus_niger,1680,9947.906977,0.84954649
Helwingia_japonica,792.02,12831.9582,0.928913851
Hemerocallis_middendorffii,1017.005,12037.82529,1.098503938
Hepatica_nobilis,1404.5,25008.6009,0.571746616
Heracleum_moellendorffii,246.42,3355.885476,1.959605921
Heracleum_pastinacifolium,364.5,2985.920478,2.562481605
Heracleum_persicum,272.61125,3357.152815,2.045525015
Heracleum_sphondylium_subsp._montanum,156.645,4196.859571,1.292797693
Hereroa_nelii,161.6402,18020.17798,0.314447889
Herniaria_hirsuta,480.5,11284.20588,0.837870551
Herniaria_incana,338,9763.010101,0.818473927
Hesperis_hyrcana,785.6648,15343.36746,0.781486791
Heteromeles_arbutifolia,277.7709,2937.663184,1.806698573
Heteromorpha_trifoliata,284.9742,2930.459884,1.956297069
Heteropanax_brevipedicellatus,235.445,5678.215556,1.166808672
Heteropteris,220,3377.122302,1.854246385
Heteropterys_laurifolia,200,1530.103806,3.675819191
Hevea_brasiliensis,333.8,2616.445383,2.823772547
Hibbertia_cuneiformis,481.25,2335.651408,2.806520296
Hibbertia_hypericoides,296.25,2520.651408,2.619413529
Hibiscus_trionum,588.245,3752.032778,2.512886664
Hicksbeachia_pilosa,375.38,9058.582264,0.923533673
Hieracium_foliosum,1008,6399.407407,1.708018807
Hieronyma_alchorneoides,414.9925,3543.340833,3.018241848
Hillia_parasitica,703.25,9347.255051,1.186373824
Himatanthus_articulatus,271.0625,3315.894022,2.388010564
Hippocrepis_unisiliquosa,207.6722,4769.928596,1.301908382
Hirtella_americana,206.045,1043.955,5.163953604
Hirtella_davisii,223.66125,4124.164837,1.54680125
Holarrhena_pubescens,416,3044.207612,2.19247363
Hollandaea_sayeriana,351.125,4939.880291,1.592590001
Holmskioldia_sanguinea,154.568,2287.434442,5.054253757
Holoptelea_integrifolia,162,3310.222222,1.648395042
Homalium_cochinchinense,208.08,2776.994627,2.173057816
Homalium_racemosum,183.36125,1245.210179,4.262487565
Homonoia_riparia,200,2517.391304,2.340313948
Hopea_chinensis,143.6983333,2074.108316,2.420751641
Hopea_hainanensis,174.845,2864.668678,1.956292596
Hopea_pentanervia,138.7625,4090.959968,1.284294976
Hormuzakia_aggregata,441.045,39558.955,0.236098248
Hornemannia_racemosa,220.5,2720.676471,2.270358912
Hosta_longissima,604.47645,7798.884895,1.315672989
Hosta_rectifolia,895.06805,13390.64624,0.94175378
Hosta_ventricosa,1076.304025,12652.0467,1.077926028
Hovenia_trichocarpa,349.267,34949.00338,0.188834573
Hunteria_congolana,323,3340.003663,1.261845111
Hunteria_zeylanica,560.4,2398.179882,1.885668233
Hura_crepitans,532.68,3633.986667,1.823573789
Hydrangea_bretschneideri,626.58,8076.640191,1.293360513
Hydrangea_chinensis,848.2643,111891.3073,0.100792233
Hydrangea_paniculata,582.2616,31707.05064,0.25223568
Hydrangea_quercifolia,380,2650.30303,1.554457254
Hylomecon_japonica,898.88,12725.0982,0.989596665
Hymenaea_courbaril,595.125,1785.827381,4.607493086
Hymenolobium,226.845,760.3218312,6.860967396
Hymenosporum_flavum,588,4266.368932,1.535458973
Hypericum_aegypticum,400,3402.281369,1.204161235
Hypericum_androsaemum,336,4049.964912,1.264773556
Hypericum_balearicum,129.4399244,2785.453693,1.75518428
Hypericum_hircinum,336,4403.336493,1.170470265
Hypericum_hirsutum,311.75045,5891.338688,1.279990738
Hypericum_linarioides,289.20125,4074.752492,1.752391948
Hypericum_monogynum,204.02,3974.834994,1.537058422
Hypericum_perfoliatum,138,3498.363636,2.470880156
Hypericum_perforatum,280.474225,3026.028671,2.223785636
Hypericum_pubescens,105,2275.952381,2.056589976
Hypericum_tetrapterum,45,2143.183807,1.253657497
Hypericum_triquetrifolium,253,2645.550725,2.566557549
Hyphaene_dichotoma,738.125,8372.790493,1.470982336
Hypocalymma_angustifolium,89.903,4414.601505,1.130670184
Hypochaeris_radicata,408.98,5529.26228,1.531455659
Idesia_polycarpa,259.92,4348.374931,1.573225175
Ilex_alcycorne,696,3768.285714,1.646075833
Ilex_aquifolium,657.5556292,3497.379348,2.178222905
Ilex_asprella,351.125,5918.467476,1.344011139
Ilex_brunoni,870,4828.005698,1.502720779
Ilex_buergeri,516.1752,46989.76304,0.131764873
Ilex_canariensis,334.18,7184.616992,0.789009456
Ilex_cassine,637.5,2961.685355,1.99896283
Ilex_championii,226.845,4911.901146,1.318010124
Ilex_chapaensis,340.605,5463.225528,1.429954081
Ilex_chinensis,355.2283333,18547.22344,0.553081696
Ilex_crenata,200,2466.666667,2.38483079
Ilex_cunninghamii,800,5778.947368,1.268983789
Ilex_elmerrilliana,689.1937,43715.77966,0.169694518
Ilex_goshiensis,297.68,4180.60034,1.732506434
Ilex_guianensis,208,1166.149435,4.597953763
Ilex_integra,365.0270062,1236.535494,2.367695567
Ilex_latifolia,512,7488,1.271909755
Ilex_litseifolia,576.516,27513.37164,0.225149253
Ilex_macfadyenii,108.045,2385.720586,1.874381608
Ilex_mitis,143.5416667,5551.806096,1.389773392
Ilex_obcordata,250.88,4851.160816,1.396048147
Ilex_opaca,352.25,3237.608173,2.039029184
Ilex_pedunculosa,1026.045,4471.481113,2.620156353
Ilex_pubescens,362.4153,17379.49371,0.986459106
Ilex_pubigera,226.845,3004.172771,2.096218568
Ilex_rotunda,598.9603,28104.59701,0.61950696
Ilex_rugosa,713.097,3046.301496,2.396411955
Ilex_sintenisii,264.5,6878.357143,1.023887352
Ilex_suaveolens,800.2344,37616.97651,0.216197352
Ilex_theezans,367.21,1886.11209,3.917440707
Ilex_thunbergii,832,5466.220753,1.309648787
Ilex_triflora,167.445,2734.470264,2.005222964
Ilex_vomitoria,220.5,2628.502849,2.189615296
Ilex_wilsonii,963.4793,37189.89727,0.234039973
Illicium,2000.8,13872.21587,0.386654449
Illicium_angustisepalum,3463.68,7525.330989,1.278910819
Illicium_anisatum,2202.48,8435.817872,0.399825576
Illicium_dunnianum,2712,14237.15254,0.614838425
Illicium_floridanum,1854.045,16598.33595,0.399220614
Illicium_henryi,1784.8,11548.53333,0.33501243
Illicium_lanceolatum,1314.31,10421.88084,0.355508616
Illicium_leiophyllum,1887.05,18112.95,0.289945977
Illicium_majus,1300.2,7959.059259,0.792841314
Illicium_mexicanum,2616.4,16991.44314,0.463781313
Illicium_parviflorum,1603.255,10722.81881,0.670046068
Illicium_parvifolium_subsp._oligandrum,2407.5,7026.462264,0.658708406
Illicium_peninsulare,3215.935,10577.82451,0.522614775
Illicium_religiosum,612.5,12720.83333,0.834690776
Illicium_simonsii,1534.56,6217.377984,0.368002559
Illigera_celebica,392,5010.485143,1.648013469
Impatiens_noli-tangere,170.76125,7019.021624,1.176074037
Impatiens_parviflora,792,10197.01099,0.734709455
Impatiens_walleriana,394,5581.274725,0.736144897
Indigofera_tinctoria,304.3005,8383.796807,0.599499307
Inga,271.384,2003.836275,3.310717496
Inga_alba,255.38,1667.696923,3.736870859
Inga_capitata,245.8683333,1356.104573,4.437799126
Inga_edulis,134.48,705.8561345,6.205647693
Inga_macrantha,105.25,2164.940364,2.070510092
Inga_rubiginosa,327.550625,2751.628261,3.244800773
Inga_umbratica,112.5,2414.667046,1.887355087
Ingaec.01,288,2133.307506,3.151792372
Inula_britannica,445.0138889,4417.22274,1.951021237
Inula_conyza,343.22,5128.137444,1.522658495
Inula_oculus-christi,359.38805,5537.533757,1.445665283
Ipomoea_batatas,359.12,16142.53017,0.516420799
Ipomoea_pes-caprae,512,12645.89474,0.773321131
Ipomoea_philomega,450,9966.666667,0.915775023
Ipomoea_repanda,512,8578.909091,1.119280584
Iris_acutiloba,550.12445,8467.008102,1.169696861
Iris_germanica,1665,15576.37931,0.66357648
Iris_sibirica,206.4512,6835.802321,0.917504821
Iris_tectorum,447.88,9213.11195,1.027474138
Iryanthera_lancifolia,276.125,6390.541667,1.120870471
Isatis_tinctoria,432,3897.004329,1.475829498
Isodon_amethystoides,192.08,4863.531729,1.232760372
Isodon_excisus,172.35235,4259.814719,1.385386766
Isodon_japonicus,126.484525,3649.879216,1.339233067
Isopogon_attenuatus,360.1514,3399.247096,1.881751611
Isopogon_fletcheri,852.845,8321.466927,1.431439036
Itea_chinensis,143.81724,5227.027647,2.566396247
Jacaranda_copaia,153.125,2412.293163,2.169083098
Jacaranda_obtusifolia,280.845,1893.068043,3.466590036
Jacquinia,112.5,5351.980874,0.872848069
Jaegeria_hirta,187.59845,3112.731583,1.866244565
Jasminum_fruticans,374.01125,3617.68602,2.178693012
Jasminum_pentaneurum,351.125,5795.1565,1.370975626
Jatropha_curcas,545.05,5629.192424,1.452626332
Jatropha_gossypiifolia,320.3333333,3538.663573,6.393748673
Jatropha_multifida,264.5,3411.970588,1.989266856
Jatropha_panduraefolia,374.84,3091.374917,2.197356309
Jatropha_podagrica,220.5,3325.599291,1.883062392
Juglans_cinerea,180.5,8768.846698,0.626025807
Juglans_mandshurica,497.33875,4247.315693,2.17325662
Juglans_nigra,218.4444444,3214.769721,1.717654577
Juglans_regia,603.6485469,3480.99724,2.297401678
Juncus_articulatus,233.28,28338.14857,0.240390944
Justicia_californica,56.8178,7536.196627,0.446415522
Justicia_martinsoniana,312.5,5569.852941,1.351404114
Kadsura_coccinea,4494.26,17311.43197,0.503383211
Kadsura_heteroclita,2409.833333,15465.83023,0.618834792
Kadsura_japonica,2416.02,8695.091111,0.696231513
Kadsura_oblongifolia,3463.2,19264.07273,0.361870128
Kageneckia_oblonga,242,8686.571429,0.783496409
Kalanchoe_beharensis,88.7112,26020.94937,0.162218098
Kalmia_latifolia,183.0625,4193.810627,1.098450579
Kandelia_candel,617.31,4492.552034,2.293389739
Kerria_japonica,228.98,5107.199296,1.275204001
Keysseria_radicans,1275,5527.721088,0.654835865
Kiggelaria_africana,98,5165.157895,0.845819987
Klasea_quinquefolia,296.266482,4536.986297,1.601448789
Kobresia_capillifolia,648,3796.444444,2.575617253
Kobresia_hohxilensis,776.18,4718.325495,2.280152617
Kobresia_humilis,450,2544.011976,3.186133935
Kobresia_kansuensis,673.445,5350.651386,1.937182152
Kobresia_macrantha,729.62,6263.386993,1.736983556
Kobresia_parva,567.845,3480.737996,2.646812402
Kobresia_pusilla,438.08,3034.142222,2.710694069
Kobresia_robusta,658.845,5630.463176,1.835270383
Kobresia_tibetica,581.405,2283.924513,3.7842177
Koelpinia_linearis,470.32445,9953.943245,0.935544666
Kunzea_recurva,619.3746,6899.422392,1.188654577
Laburnum_anagyroides,398.5242381,7574.559707,0.988840964
Lacistema_aggregatum,450,6957.407407,1.287808627
